0	0	0.34321	0.681344
1	-0.0218703	0.0135802	2.89451
2	0.0496098	0.218332	0.533256
3	0.00259201	0.00497096	0.34457
4	0.192132	0.304556	0.104178
5	-0.0198659	0.0118523	2.98581
6	0.110232	0.190807	0.190257
7	0.116853	0.108967	-0.348173
8	0.0927577	0.273215	0.398914
9	-0.0323315	0.0399213	1.84644
10	0.0280546	0.0181806	-0.929793
11	0.0170464	0.00831701	-1.56687
12	0.137354	0.206928	0.0948933
13	0.112359	0.217018	0.243351
14	0.00708918	0.00569598	-0.555792
15	0.0068015	0.0101981	0.161331
16	0.151611	0.246712	0.13523
17	0.305487	0.419082	-0.0140833
18	0.131664	0.233686	0.191195
19	0.00191682	0.00374398	0.357218
20	0.00495672	0.0090487	0.30912
21	-0.024157	0.0180473	2.54604
22	0.166007	0.213341	-0.0282224
23	0.0124546	0.0022777	-5.8802
24	0.22122	0.260531	-0.11222
25	0.0261167	0.00447637	-6.40163
26	-0.0851365	0.101223	1.71311
27	-0.00851468	0.00556761	2.86264
28	-0.00984132	0.0042742	3.81735
29	0.0060938	0.00268879	-1.83562
30	0.205185	0.143988	-0.782689
31	0.00633332	0.00383111	-1.06685
32	0.176152	0.19842	-0.145134
33	0.281687	0.0919127	-3.67417
34	0.155943	0.146564	-0.340712
35	0.0919548	0.177712	0.258224
36	0.32213	0.163454	-1.57844
37	-0.00278456	0.00772067	1.42684
38	0.0025205	0.00100872	-2.12493
39	0.0132726	0.0114413	-0.450461
40	0.0107521	0.00844955	-0.590663
41	0.0944734	0.136158	0.0824772
42	0.221154	0.223558	-0.260968
43	0.342034	0.195693	-1.2361
44	0.19402	0.10263	-1.40684
45	0.00128065	0.00116501	-0.374147
46	0.285735	0.269964	-0.341956
47	0.00777154	0.00568984	-0.707335
48	0.00128065	0.00116501	-0.374147
49	0.00574454	0.00469326	-0.530061
50	-0.0140095	0.00640066	3.6522
51	0.024245	0.00554338	-4.52788
52	0.0501344	0.0682391	0.0570584
53	0.0185406	0.00742947	-2.13102
54	0.00165547	0.00826591	0.73804
55	0.0130428	0.00739626	-1.20585
56	0.0267044	0.00525026	-5.44638
57	0.0267044	0.00525026	-5.44638
58	0.0973011	0.0662618	-0.836943
59	0.012626	0.00211552	-6.51302
60	0.136275	0.107474	-0.585476
61	0.0137629	0.0108547	-0.584943
62	0.0168146	0.0052795	-3.00208
63	0.0232507	0.0050029	-4.87441
64	0.271492	0.402858	0.041938
65	0.0873749	0.0516736	-1.1215
66	0.0211478	0.00350686	-6.62964
67	0.18064	0.0921471	-1.50029
68	0.00300304	0.00229845	-0.633193
69	0.0268702	0.00534948	-5.36586
70	0.0873749	0.0516414	-1.12286
71	0.149844	0.104725	-0.7897
72	0.0407295	0.0105686	-3.89954
73	0.0154839	0.0129213	-0.498176
74	0.191605	0.0663417	-2.88609
75	0.00156607	0.00115295	-0.69789
76	0.0108056	0.00254471	-4.33272
77	0.117241	0.0287962	-4.41539
78	0.166941	0.192754	-0.12031
79	0.0137696	0.00443077	-2.90073
